epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.73223,0.6972,0.5,1,0.71019,1.667e-05,1.667e-05,1.667e-05
2,3.75911,0.68245,0.5,1,0.70605,2.52551e-05,2.52551e-05,2.52551e-05
